ID,command,encrypted_cmd
620,{'axes': {'0': -1.0, '1': 0.614715576171875, '2': -1.0, '3': 0.064361572265625, '4': -0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},9f9f66f3cc58567cdce5c68c5692cbb36bcd67510776ecf76f20b27d3354e99eb0c73c27fb495294b3aa62b874
620,{'axes': {'0': -1.0, '1': 0.614715576171875, '2': -1.0, '3': 0.064361572265625, '4': -0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},9f9f66f3cc58567cdce5c68c5692cbb36bcd67510776ecf76f20b27d3354e99eb0c73c27fb495294b3aa62b874
624,{'axes': {'0': 0.047943115234375, '1': 0.08160400390625, '2': -1.0, '3': 0.064361572265625, '4': -0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},da54f200c171827bab13892c0b591acbcb26c6b9a6a1b6f87320a2f9e00823b52754aecd91fee4aaa17e13a543
624,{'axes': {'0': 0.047943115234375, '1': 0.08160400390625, '2': -1.0, '3': 0.064361572265625, '4': -0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},da54f200c171827bab13892c0b591acbcb26c6b9a6a1b6f87320a2f9e00823b52754aecd91fee4aaa17e13a543
628,{'axes': {'0': 0.006683349609375, '1': 0.07977294921875, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7d0499fa496981541908a7fbe8cc553cbd93321e425d4e05ad6a4b7d9b27c390fafde9fe94fea595d4c5cc9f88
628,{'axes': {'0': 0.006683349609375, '1': 0.07977294921875, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7d0499fa496981541908a7fbe8cc553cbd93321e425d4e05ad6a4b7d9b27c390fafde9fe94fea595d4c5cc9f88
632,{'axes': {'0': -1.0, '1': 0.619140625, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1bd4be034ce186f9769aa867450ed5a5871089e940d84b5880dda39629da292ebd45985df127683077158b7cb8
632,{'axes': {'0': -1.0, '1': 0.619140625, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1bd4be034ce186f9769aa867450ed5a5871089e940d84b5880dda39629da292ebd45985df127683077158b7cb8
636,{'axes': {'0': -0.084075927734375, '1': 0.31610107421875, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},44e7900fc7f0561e1a5616c5c38ebe55f7bceb7df0e5ea70e077740a49a3a8bf580759a110d048e2ba253bc737
636,{'axes': {'0': -0.084075927734375, '1': 0.31610107421875, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},44e7900fc7f0561e1a5616c5c38ebe55f7bceb7df0e5ea70e077740a49a3a8bf580759a110d048e2ba253bc737
640,{'axes': {'0': 0.07232666015625, '1': 0.032196044921875, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},50a06b37c6983bb01ed4bbd1e73646f1da7c6e2e11ecad2e4493ef55d3b557c18d48781faf7ef48b8630250b3f
640,{'axes': {'0': 0.07232666015625, '1': 0.032196044921875, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},50a06b37c6983bb01ed4bbd1e73646f1da7c6e2e11ecad2e4493ef55d3b557c18d48781faf7ef48b8630250b3f
645,{'axes': {'0': 0.07513427734375, '1': 0.032196044921875, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},ed86c703b9a4033db1979e1c76c6f9d234578a2e0c411afdc92c929cee1f49db7fc15c8b9b006e1bcf14f0ca56
645,{'axes': {'0': 0.07513427734375, '1': 0.032196044921875, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},ed86c703b9a4033db1979e1c76c6f9d234578a2e0c411afdc92c929cee1f49db7fc15c8b9b006e1bcf14f0ca56
649,{'axes': {'0': 0.078582763671875, '1': 0.034942626953125, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},478d9792dffa1b1e1cdfeb9ffed1a804adf4712c3395d0f9328c84dda7eb5ed579c862666edb65ff1c2872aff8
649,{'axes': {'0': 0.078582763671875, '1': 0.034942626953125, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},478d9792dffa1b1e1cdfeb9ffed1a804adf4712c3395d0f9328c84dda7eb5ed579c862666edb65ff1c2872aff8
653,{'axes': {'0': 0.772186279296875, '1': -0.03240966796875, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c5030fc3750eac54721bfb5e2dbdab8c6e352713a3aabc0b381ed6cf6d59e1e7aa691a00b8c4daa11d83916f31
653,{'axes': {'0': 0.772186279296875, '1': -0.03240966796875, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c5030fc3750eac54721bfb5e2dbdab8c6e352713a3aabc0b381ed6cf6d59e1e7aa691a00b8c4daa11d83916f31
658,{'axes': {'0': 0.1297607421875, '1': 0.047576904296875, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},ce69eb30c12b18647ea5134e836d1e2d75a32d12b969fa7b4accc6590985ac2b50348aab027254fcaea8f15056
658,{'axes': {'0': 0.1297607421875, '1': 0.047576904296875, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},ce69eb30c12b18647ea5134e836d1e2d75a32d12b969fa7b4accc6590985ac2b50348aab027254fcaea8f15056
662,{'axes': {'0': 0.065216064453125, '1': 0.05609130859375, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3bb23faa0be76c745d42098fc82b424b4f22875a605269cd17583a99bc9fb9d68d009b05b6aeac2f1445ae1f20
662,{'axes': {'0': 0.065216064453125, '1': 0.05609130859375, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3bb23faa0be76c745d42098fc82b424b4f22875a605269cd17583a99bc9fb9d68d009b05b6aeac2f1445ae1f20
666,{'axes': {'0': 0.065216064453125, '1': 0.05609130859375, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3bb23faa0be76c745d42098fc82b424b4f22875a605269cd17583a99bc9fb9d68d009b05b6aeac2f1445ae1f20
670,{'axes': {'0': 0.049407958984375, '1': 0.05609130859375, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},b7e2ff0f425908b6ae09239c7a929ece5f41d9272f9afcdd963f2b8d1f4c5d21cee336a3547d36b3daaa64c0b9
670,{'axes': {'0': 0.049407958984375, '1': 0.05609130859375, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},b7e2ff0f425908b6ae09239c7a929ece5f41d9272f9afcdd963f2b8d1f4c5d21cee336a3547d36b3daaa64c0b9
674,{'axes': {'0': -1.0, '1': 0.57171630859375, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},19366339de9a14df530a50770404d4f4179aaf4e522df6e2af31b5dbacd93580b7388e1984a69d7755e3176e08
674,{'axes': {'0': -1.0, '1': 0.57171630859375, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},19366339de9a14df530a50770404d4f4179aaf4e522df6e2af31b5dbacd93580b7388e1984a69d7755e3176e08
679,{'axes': {'0': -1.0, '1': 0.588775634765625, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a42542bf0a4738ab7785e9ed459aff34bb517f498db097296625ae5bf762873fbf1d0b8be2a5a73c8c51181fa0
679,{'axes': {'0': -1.0, '1': 0.588775634765625, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a42542bf0a4738ab7785e9ed459aff34bb517f498db097296625ae5bf762873fbf1d0b8be2a5a73c8c51181fa0
682,{'axes': {'0': -1.0, '1': 0.588775634765625, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a42542bf0a4738ab7785e9ed459aff34bb517f498db097296625ae5bf762873fbf1d0b8be2a5a73c8c51181fa0
687,{'axes': {'0': 0.04827880859375, '1': 0.089874267578125, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e9b1431be732046d92cccbf16e1661114dbad89931eb8fde2a3729f034cffe9e4458e4e83ce2495a6a2dc1e7c1
687,{'axes': {'0': 0.04827880859375, '1': 0.089874267578125, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e9b1431be732046d92cccbf16e1661114dbad89931eb8fde2a3729f034cffe9e4458e4e83ce2495a6a2dc1e7c1
690,{'axes': {'0': 0.05487060546875, '1': 0.052703857421875, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},b6adf64024610986802b03546626e5ee580c86546ca9c54902600fe1d3f3c866b61f9f94f93c44b51dffe5600a
690,{'axes': {'0': 0.05487060546875, '1': 0.052703857421875, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},b6adf64024610986802b03546626e5ee580c86546ca9c54902600fe1d3f3c866b61f9f94f93c44b51dffe5600a
694,{'axes': {'0': 0.04962158203125, '1': 0.0499267578125, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},953b307f720e897748116d4b89d56b9ebf8a0eb78be1617358dd38298dec4d8a57e96e1cff3f7a82bb915bee1a
694,{'axes': {'0': 0.04962158203125, '1': 0.0499267578125, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},953b307f720e897748116d4b89d56b9ebf8a0eb78be1617358dd38298dec4d8a57e96e1cff3f7a82bb915bee1a
698,{'axes': {'0': -1.0, '1': 0.58074951171875, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8e7e6f1510dd939fa28d513d5d278dc0065fc48fb36fdbc8912a5c25f47d9a3640380b82b1c8e3a3437f5ebacd
698,{'axes': {'0': -1.0, '1': 0.58074951171875, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8e7e6f1510dd939fa28d513d5d278dc0065fc48fb36fdbc8912a5c25f47d9a3640380b82b1c8e3a3437f5ebacd
703,{'axes': {'0': -1.0, '1': 0.594635009765625, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3ea1849157e7f6b988545c4bf18c3facdba64d325f78803164cbafb2c8ec3b6c99c78588997008809fbe20b5c2
703,{'axes': {'0': -1.0, '1': 0.594635009765625, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3ea1849157e7f6b988545c4bf18c3facdba64d325f78803164cbafb2c8ec3b6c99c78588997008809fbe20b5c2
707,{'axes': {'0': -1.0, '1': 0.59722900390625, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},ccbbb4bd61931fda6abbb14e021f946d9217dc5d570688be59d89a916d7fc6a5c1fd30999d7eb038ec3ec267f3
707,{'axes': {'0': -1.0, '1': 0.59722900390625, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},ccbbb4bd61931fda6abbb14e021f946d9217dc5d570688be59d89a916d7fc6a5c1fd30999d7eb038ec3ec267f3
711,{'axes': {'0': -1.0, '1': 0.60833740234375, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a0d41f998bb9605de27417a38fca581158eefb056347bb0be99d230342b9c5794c98a25c50948248c5922ad542
711,{'axes': {'0': -1.0, '1': 0.60833740234375, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a0d41f998bb9605de27417a38fca581158eefb056347bb0be99d230342b9c5794c98a25c50948248c5922ad542
715,{'axes': {'0': -0.093353271484375, '1': 0.2113037109375, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2d3357f559437e84d7062f1d7dda9d7e2fa1028c0c1c7b6b4f3bd2ab143974a3beb572ea686c0f755ff683af09
715,{'axes': {'0': -0.093353271484375, '1': 0.2113037109375, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2d3357f559437e84d7062f1d7dda9d7e2fa1028c0c1c7b6b4f3bd2ab143974a3beb572ea686c0f755ff683af09
719,{'axes': {'0': -1.0, '1': 0.610107421875, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6f67b4d3f72651fd1e9d0f25ae347e82858e7f14548a9a421c0395b7abbb389c73f964078713deedea02401a04
719,{'axes': {'0': -1.0, '1': 0.610107421875, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6f67b4d3f72651fd1e9d0f25ae347e82858e7f14548a9a421c0395b7abbb389c73f964078713deedea02401a04
723,{'axes': {'0': -1.0, '1': 0.6158447265625, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6937e62d465c1fedeba39c140dacd1bb6abfa6fb1970283ef2013a115dcecdd8aa0d53faf4e04a70f70de5605c
723,{'axes': {'0': -1.0, '1': 0.6158447265625, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6937e62d465c1fedeba39c140dacd1bb6abfa6fb1970283ef2013a115dcecdd8aa0d53faf4e04a70f70de5605c
727,{'axes': {'0': -1.0, '1': 0.6158447265625, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6937e62d465c1fedeba39c140dacd1bb6abfa6fb1970283ef2013a115dcecdd8aa0d53faf4e04a70f70de5605c
731,{'axes': {'0': -1.0, '1': 0.6158447265625, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6937e62d465c1fedeba39c140dacd1bb6abfa6fb1970283ef2013a115dcecdd8aa0d53faf4e04a70f70de5605c
736,{'axes': {'0': -1.0, '1': 0.6158447265625, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6937e62d465c1fedeba39c140dacd1bb6abfa6fb1970283ef2013a115dcecdd8aa0d53faf4e04a70f70de5605c
739,{'axes': {'0': -1.0, '1': 0.6158447265625, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6937e62d465c1fedeba39c140dacd1bb6abfa6fb1970283ef2013a115dcecdd8aa0d53faf4e04a70f70de5605c
743,{'axes': {'0': -1.0, '1': 0.6158447265625, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6937e62d465c1fedeba39c140dacd1bb6abfa6fb1970283ef2013a115dcecdd8aa0d53faf4e04a70f70de5605c
748,{'axes': {'0': -1.0, '1': 0.6158447265625, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6937e62d465c1fedeba39c140dacd1bb6abfa6fb1970283ef2013a115dcecdd8aa0d53faf4e04a70f70de5605c
752,{'axes': {'0': -1.0, '1': 0.6158447265625, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6937e62d465c1fedeba39c140dacd1bb6abfa6fb1970283ef2013a115dcecdd8aa0d53faf4e04a70f70de5605c
756,{'axes': {'0': -1.0, '1': 0.6158447265625, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6937e62d465c1fedeba39c140dacd1bb6abfa6fb1970283ef2013a115dcecdd8aa0d53faf4e04a70f70de5605c
760,{'axes': {'0': -0.9815673828125, '1': 0.6158447265625, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},ae41eac4366253f8668d02015f0fdc0a465add92f758670ec4196dbc0189c376b00f05b64a48c5f20040cf304a
760,{'axes': {'0': -0.9815673828125, '1': 0.6158447265625, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},ae41eac4366253f8668d02015f0fdc0a465add92f758670ec4196dbc0189c376b00f05b64a48c5f20040cf304a
764,{'axes': {'0': -0.376708984375, '1': 0.4232177734375, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3501e4dfde5e4416a6c889db2c8162c0e9eafc9cc48418d66b5db6fe493e86f02f751d925b1100865785d7bbe4
764,{'axes': {'0': -0.376708984375, '1': 0.4232177734375, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3501e4dfde5e4416a6c889db2c8162c0e9eafc9cc48418d66b5db6fe493e86f02f751d925b1100865785d7bbe4
769,{'axes': {'0': -0.36859130859375, '1': 0.4091796875, '2': -1.0, '3': 0.064361572265625, '4': 0.001434326171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},eb939c9dcad623a7d0ab172d4ca9d1f9dbbcd657f0a33b61f23ae2e3b4cefb0512411c7553ef218b7c818a0995
