ID,command,encrypted_cmd
8140,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c7b859ecdf94db490ac0e4e5295ee3f9954a22c8ea54ec8991f3923d087fc9f666f3e85990f6d3dab9763eee9b
8144,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.45452880859375, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},69b2871e3064d000851b0ec69a52becf7fa6304634fd6f282249c2995646ecae54e625d1855950af3fb073cceb
8144,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.45452880859375, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},69b2871e3064d000851b0ec69a52becf7fa6304634fd6f282249c2995646ecae54e625d1855950af3fb073cceb
8148,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8148,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8153,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8157,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8161,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8165,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8169,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8173,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8178,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8182,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8186,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8190,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8194,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8199,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8203,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8207,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8212,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8215,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8220,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8224,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8228,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8233,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8237,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8241,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8245,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8249,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8253,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8257,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8262,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8266,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8270,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8274,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8278,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8282,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8287,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8291,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8295,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8299,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8303,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8308,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8312,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8316,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00262451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47a0bbd1676f2c43d1fcda87878049d5e2a5a158240c1dee33265fbad86189b9ae41a8dff29b402b49e1e3b4fe
8320,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.005340576171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},bbafea817ed9a18ba7c53c9bed569feed642720b7852f6f765cb3b47ccc0a2c77ba1a74478fd106dd25031706c
8320,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.005340576171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},bbafea817ed9a18ba7c53c9bed569feed642720b7852f6f765cb3b47ccc0a2c77ba1a74478fd106dd25031706c
8324,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00836181640625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},fb65e2a09d2fdae146a6143a68e9aaf31500fcf8b6ca3416d0429d5a1fac79c3dd58e745fa60a67aea2854c600
8324,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00836181640625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},fb65e2a09d2fdae146a6143a68e9aaf31500fcf8b6ca3416d0429d5a1fac79c3dd58e745fa60a67aea2854c600
8328,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.00836181640625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},fb65e2a09d2fdae146a6143a68e9aaf31500fcf8b6ca3416d0429d5a1fac79c3dd58e745fa60a67aea2854c600
8333,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': 0.0010986328125, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},ca29ad0e5639038ad8a379c953ed668a937c73c00f6bc50bf2d94ae1c0728674d836053511cae8fa9e54509dff
8333,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': 0.0010986328125, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},ca29ad0e5639038ad8a379c953ed668a937c73c00f6bc50bf2d94ae1c0728674d836053511cae8fa9e54509dff
8337,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': 0.020294189453125, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},07f22643294f28cc860930b0aaa29489a2243697a17133d9b2843cc8efa467b6ce7a3aecf1419ebe9da3e0599e
8337,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': 0.020294189453125, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},07f22643294f28cc860930b0aaa29489a2243697a17133d9b2843cc8efa467b6ce7a3aecf1419ebe9da3e0599e
8341,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.004425048828125, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},762d4d6f09e5496d27c7267871013baaf5ee96f585e6ad3eed37760152b35482b40ba81625b220afd4c5e6ced5
8341,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.004425048828125, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},762d4d6f09e5496d27c7267871013baaf5ee96f585e6ad3eed37760152b35482b40ba81625b220afd4c5e6ced5
8345,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.01025390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},08736047d6fa25f1f0df29b4b4b5b300871ca04ea4805145a0cfd290c348e7b1ecc3b4efaf95f84b46bd04ccf7
8345,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.01025390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},08736047d6fa25f1f0df29b4b4b5b300871ca04ea4805145a0cfd290c348e7b1ecc3b4efaf95f84b46bd04ccf7
8349,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.020416259765625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6c8f3e1bba5f2008e602aee3519570c01c1e59908487fa0e8e7dda520002d262e7fc3c06d9b17f1030c244f927
8349,{'axes': {'0': 0.11199951171875, '1': 0.034881591796875, '2': -1.0, '3': 0.047149658203125, '4': -0.020416259765625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6c8f3e1bba5f2008e602aee3519570c01c1e59908487fa0e8e7dda520002d262e7fc3c06d9b17f1030c244f927
8353,{'axes': {'0': 0.04718017578125, '1': 0.0450439453125, '2': -1.0, '3': 0.047149658203125, '4': -0.003173828125, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},f515c384a24aa4b3030a38f43f30b1ec1e69bb6960f596eaab98da69b200fc166ab1ff70501c1da696861df74d
